# Metrics for node-exporter
# Job: node-exporter
# Category: monitoring
# Exported at: 2025-07-02T11:09:54.004769
# Total metrics: 2478
# Unique metric types: 317

## go_gc_duration_seconds
node_filesystem_purgeable_bytes{device="/run/host_virtiofs/tmp",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/tmp"} 0
node_filesystem_purgeable_bytes{device="/run/host_virtiofs/var/folders",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/var/folders"} 0
node_filesystem_purgeable_bytes{device="/run/mutagen-file-shares-mark",fstype="selfowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/mutagen-file-shares"} 0
node_filesystem_purgeable_bytes{device="/var/lib/mutagen/file-shares",fstype="selfowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/mutagen-file-shares-mark"} 0
node_filesystem_purgeable_bytes{device="ROSETTA",fstype="virtiofs",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/rosetta.orig"} 0
node_filesystem_purgeable_bytes{device="grpcfuse",fstype="fuse.grpcfuse",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/grpcfuse"} 0
node_filesystem_purgeable_bytes{device="rawBridge",fstype="fuse.rawBridge",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/jfs"} 0
node_filesystem_purgeable_bytes{device="rosetta-mount",fstype="fuse.rosetta-mount",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/rosetta"} 0
node_filesystem_purgeable_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt"} 0
node_filesystem_purgeable_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/oldroot/run"} 0
node_filesystem_purgeable_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/run"} 0
node_filesystem_purgeable_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/tmp"} 0
node_filesystem_purgeable_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/var"} 0
node_filesystem_purgeable_bytes{device="virtiofs0",fstype="virtiofs.virtiofs0",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/Users"} 0
node_filesystem_purgeable_bytes{device="virtiofs1",fstype="virtiofs.virtiofs1",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/Volumes"} 0
node_filesystem_purgeable_bytes{device="virtiofs2",fstype="virtiofs.virtiofs2",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/private"} 0
node_filesystem_purgeable_bytes{device="virtiofs3",fstype="virtiofs.virtiofs3",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/tmp"} 0
node_filesystem_purgeable_bytes{device="virtiofs4",fstype="virtiofs.virtiofs4",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/var/folders"} 0

## node_filesystem_readonly
node_filesystem_readonly{device="/dev/root",fstype="erofs",instance="node-exporter:9100",job="node-exporter",mountpoint="/oldroot"} 1
node_filesystem_readonly{device="/dev/vda1",fstype="ext4",instance="node-exporter:9100",job="node-exporter",mountpoint="/var/lib"} 0
node_filesystem_readonly{device="/dev/vda1",fstype="ext4",instance="node-exporter:9100",job="node-exporter",mountpoint="/var/lib/docker"} 0
node_filesystem_readonly{device="/run/host_mark/Users",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/Users"} 0
node_filesystem_readonly{device="/run/host_mark/Volumes",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/Volumes"} 0
node_filesystem_readonly{device="/run/host_mark/private",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/private"} 0
node_filesystem_readonly{device="/run/host_mark/tmp",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/tmp"} 0
node_filesystem_readonly{device="/run/host_mark/var/folders",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/var/folders"} 0
node_filesystem_readonly{device="/run/host_virtiofs/Users",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/Users"} 0
node_filesystem_readonly{device="/run/host_virtiofs/Volumes",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/Volumes"} 0
node_filesystem_readonly{device="/run/host_virtiofs/private",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/private"} 0
node_filesystem_readonly{device="/run/host_virtiofs/tmp",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/tmp"} 0
node_filesystem_readonly{device="/run/host_virtiofs/var/folders",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/var/folders"} 0
node_filesystem_readonly{device="/run/mutagen-file-shares-mark",fstype="selfowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/mutagen-file-shares"} 0
node_filesystem_readonly{device="/var/lib/mutagen/file-shares",fstype="selfowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/mutagen-file-shares-mark"} 0
node_filesystem_readonly{device="ROSETTA",fstype="virtiofs",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/rosetta.orig"} 0
node_filesystem_readonly{device="grpcfuse",fstype="fuse.grpcfuse",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/grpcfuse"} 0
node_filesystem_readonly{device="rawBridge",fstype="fuse.rawBridge",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/jfs"} 0
node_filesystem_readonly{device="rosetta-mount",fstype="fuse.rosetta-mount",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/rosetta"} 0
node_filesystem_readonly{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt"} 0
node_filesystem_readonly{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/oldroot/run"} 0
node_filesystem_readonly{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/run"} 0
node_filesystem_readonly{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/tmp"} 0
node_filesystem_readonly{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/var"} 0
node_filesystem_readonly{device="virtiofs0",fstype="virtiofs.virtiofs0",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/Users"} 0
node_filesystem_readonly{device="virtiofs1",fstype="virtiofs.virtiofs1",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/Volumes"} 0
node_filesystem_readonly{device="virtiofs2",fstype="virtiofs.virtiofs2",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/private"} 0
node_filesystem_readonly{device="virtiofs3",fstype="virtiofs.virtiofs3",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/tmp"} 0
node_filesystem_readonly{device="virtiofs4",fstype="virtiofs.virtiofs4",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/var/folders"} 0

## node_filesystem_size_bytes
node_filesystem_size_bytes{device="/dev/root",fstype="erofs",instance="node-exporter:9100",job="node-exporter",mountpoint="/oldroot"} 577130496
node_filesystem_size_bytes{device="/dev/vda1",fstype="ext4",instance="node-exporter:9100",job="node-exporter",mountpoint="/var/lib"} 1081100128256
node_filesystem_size_bytes{device="/dev/vda1",fstype="ext4",instance="node-exporter:9100",job="node-exporter",mountpoint="/var/lib/docker"} 1081100128256
node_filesystem_size_bytes{device="/run/host_mark/Users",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/Users"} 126562507685888
node_filesystem_size_bytes{device="/run/host_mark/Volumes",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/Volumes"} 126562507685888
node_filesystem_size_bytes{device="/run/host_mark/private",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/private"} 126562507685888
node_filesystem_size_bytes{device="/run/host_mark/tmp",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/tmp"} 126562507685888
node_filesystem_size_bytes{device="/run/host_mark/var/folders",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt/var/folders"} 126562507685888
node_filesystem_size_bytes{device="/run/host_virtiofs/Users",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/Users"} 126562507685888
node_filesystem_size_bytes{device="/run/host_virtiofs/Volumes",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/Volumes"} 126562507685888
node_filesystem_size_bytes{device="/run/host_virtiofs/private",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/private"} 126562507685888
node_filesystem_size_bytes{device="/run/host_virtiofs/tmp",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/tmp"} 126562507685888
node_filesystem_size_bytes{device="/run/host_virtiofs/var/folders",fstype="fakeowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_mark/var/folders"} 126562507685888
node_filesystem_size_bytes{device="/run/mutagen-file-shares-mark",fstype="selfowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/mutagen-file-shares"} 1081100128256
node_filesystem_size_bytes{device="/var/lib/mutagen/file-shares",fstype="selfowner",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/mutagen-file-shares-mark"} 1081100128256
node_filesystem_size_bytes{device="ROSETTA",fstype="virtiofs",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/rosetta.orig"} 126562507685888
node_filesystem_size_bytes{device="grpcfuse",fstype="fuse.grpcfuse",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/grpcfuse"} 126562507685888
node_filesystem_size_bytes{device="rawBridge",fstype="fuse.rawBridge",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/jfs"} 0
node_filesystem_size_bytes{device="rosetta-mount",fstype="fuse.rosetta-mount",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/rosetta"} 0
node_filesystem_size_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/host_mnt"} 821805056
node_filesystem_size_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/oldroot/run"} 821805056
node_filesystem_size_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/run"} 821805056
node_filesystem_size_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/tmp"} 821805056
node_filesystem_size_bytes{device="tmpfs",fstype="tmpfs",instance="node-exporter:9100",job="node-exporter",mountpoint="/var"} 4109017088
node_filesystem_size_bytes{device="virtiofs0",fstype="virtiofs.virtiofs0",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/Users"} 126562507685888
node_filesystem_size_bytes{device="virtiofs1",fstype="virtiofs.virtiofs1",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/Volumes"} 126562507685888
node_filesystem_size_bytes{device="virtiofs2",fstype="virtiofs.virtiofs2",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/private"} 126562507685888
node_filesystem_size_bytes{device="virtiofs3",fstype="virtiofs.virtiofs3",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/tmp"} 126562507685888
node_filesystem_size_bytes{device="virtiofs4",fstype="virtiofs.virtiofs4",instance="node-exporter:9100",job="node-exporter",mountpoint="/run/host_virtiofs/var/folders"} 126562507685888

## node_forks_total
node_forks_total{instance="node-exporter:9100",job="node-exporter"} 143072

## node_intr_total
node_intr_total{instance="node-exporter:9100",job="node-exporter"} 35902634

## node_ipvs_connections_total
node_ipvs_connections_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_ipvs_incoming_bytes_total
node_ipvs_incoming_bytes_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_ipvs_incoming_packets_total
node_ipvs_incoming_packets_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_ipvs_outgoing_bytes_total
node_ipvs_outgoing_bytes_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_ipvs_outgoing_packets_total
node_ipvs_outgoing_packets_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_load1
node_load1{instance="node-exporter:9100",job="node-exporter"} 3.48

## node_load15
node_load15{instance="node-exporter:9100",job="node-exporter"} 4.14

## node_load5
node_load5{instance="node-exporter:9100",job="node-exporter"} 3.87

## node_memory_Active_anon_bytes
node_memory_Active_anon_bytes{instance="node-exporter:9100",job="node-exporter"} 3519488000

## node_memory_Active_bytes
node_memory_Active_bytes{instance="node-exporter:9100",job="node-exporter"} 4596006912

## node_memory_Active_file_bytes
node_memory_Active_file_bytes{instance="node-exporter:9100",job="node-exporter"} 1076518912

## node_memory_AnonHugePages_bytes
node_memory_AnonHugePages_bytes{instance="node-exporter:9100",job="node-exporter"} 1853882368

## node_memory_AnonPages_bytes
node_memory_AnonPages_bytes{instance="node-exporter:9100",job="node-exporter"} 3281731584

## node_memory_Bounce_bytes
node_memory_Bounce_bytes{instance="node-exporter:9100",job="node-exporter"} 0

## node_memory_Buffers_bytes
node_memory_Buffers_bytes{instance="node-exporter:9100",job="node-exporter"} 283803648

## node_memory_Cached_bytes
node_memory_Cached_bytes{instance="node-exporter:9100",job="node-exporter"} 3102355456

## node_memory_CommitLimit_bytes
node_memory_CommitLimit_bytes{instance="node-exporter:9100",job="node-exporter"} 5182754816

## node_memory_Committed_AS_bytes
node_memory_Committed_AS_bytes{instance="node-exporter:9100",job="node-exporter"} 11353587712

## node_memory_Dirty_bytes
node_memory_Dirty_bytes{instance="node-exporter:9100",job="node-exporter"} 331776

## node_memory_HugePages_Free
node_memory_HugePages_Free{instance="node-exporter:9100",job="node-exporter"} 0

## node_memory_HugePages_Rsvd
node_memory_HugePages_Rsvd{instance="node-exporter:9100",job="node-exporter"} 0

## node_memory_HugePages_Surp
node_memory_HugePages_Surp{instance="node-exporter:9100",job="node-exporter"} 0

## node_memory_HugePages_Total
node_memory_HugePages_Total{instance="node-exporter:9100",job="node-exporter"} 0

## node_memory_Hugepagesize_bytes
node_memory_Hugepagesize_bytes{instance="node-exporter:9100",job="node-exporter"} 2097152

## node_memory_Inactive_anon_bytes
node_memory_Inactive_anon_bytes{instance="node-exporter:9100",job="node-exporter"} 0

## node_memory_Inactive_bytes
node_memory_Inactive_bytes{instance="node-exporter:9100",job="node-exporter"} 2261811200

## node_memory_Inactive_file_bytes
node_memory_Inactive_file_bytes{instance="node-exporter:9100",job="node-exporter"} 2261811200

## node_memory_KernelStack_bytes
node_memory_KernelStack_bytes{instance="node-exporter:9100",job="node-exporter"} 20987904

## node_memory_Mapped_bytes
node_memory_Mapped_bytes{instance="node-exporter:9100",job="node-exporter"} 803016704
