# Metrics for banking-rabbitmq
# Job: banking-rabbitmq
# Category: messaging
# Exported at: 2025-07-02T11:09:54.024823
# Total metrics: 1883
# Unique metric types: 203

## erlang_mnesia_committed_transactions
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 2
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 1576960
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 2
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 1573208
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 10
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 4587520
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 264
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 2152496
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="2",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 3
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 1179648
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 88
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 719952
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="3",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 3
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 7592
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="4",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 6
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 27624
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="5",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 3
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 7592
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="6",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 3
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 6160
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="7",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="8",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 2
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 7504
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="9",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 131072
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 1
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 3224
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="eheap_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="0",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 5
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 3440640
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 2125
erlang_vm_allocators{alloc="ets_alloc",instance="banking-rabbitmq:15692",instance_no="1",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 2479336
